Dataset,,,,,Model,Model Desc,Time Taken,Accuracy,Balanced Accuracy,Precision,Recall,F1,CM
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=2, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",2.997669697,0.8458,0.8458,0.8458,0.8458,0.8458,"[[820   6  14  57   9   1  77   0  16   0]
 [  5 957   4  21   3   4   5   0   1   0]
 [ 13   1 758   8 134   2  77   0   7   0]
 [ 30   9  15 877  35   1  31   0   1   1]
 [  1   0  88  40 797   3  66   0   5   0]
 [  2   3   3   1   1 906   1  54   5  24]
 [178   3 124  41  84   2 554   0  13   1]
 [  0   0   1   0   0  24   0 915   1  59]
 [  8   2  13   5   6   5  13   4 941   3]
 [  0   0   1   0   0   9   0  52   5 933]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=2, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",2.952618837,0.8458,0.8458,0.8458,0.8458,0.8458,"[[820   6  14  57   9   1  77   0  16   0]
 [  5 957   4  21   3   4   5   0   1   0]
 [ 13   1 758   8 134   2  77   0   7   0]
 [ 30   9  15 877  35   1  31   0   1   1]
 [  1   0  88  40 797   3  66   0   5   0]
 [  2   3   3   1   1 906   1  54   5  24]
 [178   3 124  41  84   2 554   0  13   1]
 [  0   0   1   0   0  24   0 915   1  59]
 [  8   2  13   5   6   5  13   4 941   3]
 [  0   0   1   0   0   9   0  52   5 933]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=2, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",2.307663918,0.8269,0.8269,0.8269,0.8269,0.8269,"[[792   2  15  82   8   5  79   0  17   0]
 [  5 950   4  32   5   2   2   0   0   0]
 [ 14   1 756  12 146   0  60   0  11   0]
 [ 23  12   9 879  36   3  35   0   3   0]
 [  6   2 114  40 759   3  70   0   6   0]
 [  0   4   2   1   0 883   2  73   4  31]
 [173   4 126  52  89   2 529   2  23   0]
 [  0   1   0   0   0  22   0 891   4  82]
 [  4   0  17  15  30  13  14   8 897   2]
 [  0   1   3   3   0  11   0  47   2 933]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=2, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",2.805623293,0.8458,0.8458,0.8458,0.8458,0.8458,"[[820   6  14  57   9   1  77   0  16   0]
 [  5 957   4  21   3   4   5   0   1   0]
 [ 13   1 758   8 134   2  77   0   7   0]
 [ 30   9  15 877  35   1  31   0   1   1]
 [  1   0  88  40 797   3  66   0   5   0]
 [  2   3   3   1   1 906   1  54   5  24]
 [178   3 124  41  84   2 554   0  13   1]
 [  0   0   1   0   0  24   0 915   1  59]
 [  8   2  13   5   6   5  13   4 941   3]
 [  0   0   1   0   0   9   0  52   5 933]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=4, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",2.580103159,0.8337,0.8337,0.8337,0.8337,0.8337,"[[825   1  14  61   7   2  74   0  16   0]
 [  8 927   6  49   6   1   2   0   1   0]
 [ 15   0 748  12 147   2  64   0  11   1]
 [ 27   7  12 896  25   1  32   0   0   0]
 [  4   0  83  54 786   2  65   1   5   0]
 [  0   1   1   4   0 867   1  76   6  44]
 [189   2 129  44  86   1 530   0  19   0]
 [  0   0   0   0   0  19   0 897   2  82]
 [  2   1  12  11  26  11   8   4 922   3]
 [  1   0   2   1   0   9   1  46   1 939]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=4, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",4.043602705,0.8551,0.8551,0.8551,0.8551,0.8551,"[[827   3  12  53   9   0  83   0  13   0]
 [  6 960   5  19   2   3   4   0   1   0]
 [ 11   2 769   8 139   2  59   0  10   0]
 [ 26  11  16 889  31   0  26   0   1   0]
 [  0   0  78  41 811   1  64   0   5   0]
 [  0   1   2   1   0 913   2  54   3  24]
 [178   3 118  40  75   1 570   0  15   0]
 [  0   0   0   0   0  19   0 922   3  56]
 [  2   1  14   8   5   6  10   4 948   2]
 [  0   0   1   0   0  11   1  43   2 942]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=8, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",3.898549318,0.8345,0.8345,0.8345,0.8345,0.8345,"[[824   1  16  65   7   1  70   0  16   0]
 [  7 945   5  36   2   2   2   0   1   0]
 [ 14   1 757   8 149   4  60   0   7   0]
 [ 28   6  14 896  26   2  27   0   1   0]
 [  1   0  88  64 783   1  58   0   5   0]
 [  0   0   1   3   1 879   0  67   7  42]
 [193   3 140  41  85   1 517   0  20   0]
 [  0   0   0   0   0  14   0 900   2  84]
 [  2   0  19   8  32   7  19   5 906   2]
 [  0   1   1   0   0   7   1  50   2 938]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=8, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",6.456513643,0.8648,0.8648,0.8648,0.8648,0.8648,"[[843   3  12  50   4   0  75   0  13   0]
 [  6 964   5  17   2   3   3   0   0   0]
 [  8   1 781   9 128   2  61   0  10   0]
 [ 26  10  11 899  30   0  23   0   1   0]
 [  1   0  77  40 817   1  61   0   3   0]
 [  0   0   0   1   0 923   1  53   3  19]
 [165   3 115  33  69   0 601   0  14   0]
 [  0   0   0   0   0  16   0 924   3  57]
 [  3   1  12   5   5   6   9   4 953   2]
 [  0   0   0   0   0   7   1  46   3 943]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=16, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",6.378492355,0.8376,0.8376,0.8376,0.8376,0.8376,"[[808   0  17  72   6   1  79   0  16   1]
 [  7 941   7  35   3   2   4   0   1   0]
 [ 10   0 775   9 137   2  58   0   9   0]
 [ 24   7  14 899  24   1  29   0   2   0]
 [  0   0  89  59 788   3  57   0   4   0]
 [  0   0   0   2   0 883   1  72   4  38]
 [185   5 129  44  91   1 527   0  18   0]
 [  0   0   0   0   0  14   0 904   1  81]
 [  1   1  19   8  28   8  14   5 913   3]
 [  0   0   1   1   0   4   1  53   2 938]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=16, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",11.43550515,0.8707,0.8707,0.8707,0.8707,0.8707,"[[844   1  12  45   3   0  84   0  11   0]
 [  6 964   4  19   2   2   3   0   0   0]
 [  9   0 788   9 119   1  65   0   9   0]
 [ 26   8  10 898  34   0  24   0   0   0]
 [  0   0  73  32 836   0  55   0   4   0]
 [  0   0   0   1   0 928   1  47   5  18]
 [164   1 109  32  69   0 611   0  14   0]
 [  0   0   0   0   0  16   0 928   2  54]
 [  2   1   7   0   5   4  13   4 962   2]
 [  0   0   0   0   0   6   1  44   1 948]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=32, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",11.79921675,0.8383,0.8383,0.8383,0.8383,0.8383,"[[812   1  16  68   7   1  78   0  16   1]
 [  6 944   6  35   3   2   3   0   1   0]
 [ 12   1 780  10 132   1  53   0  11   0]
 [ 27   6  13 894  27   1  31   0   1   0]
 [  1   0  84  66 781   2  61   0   5   0]
 [  0   0   1   2   0 885   2  65   4  41]
 [187   5 134  50  89   1 513   0  21   0]
 [  0   0   0   0   0  14   0 904   1  81]
 [  2   1  14   8  12   8  17   5 929   4]
 [  0   0   2   0   0   5   1  49   2 941]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=32, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",21.1422739,0.8836,0.8836,0.8836,0.8836,0.8836,"[[858   1  10  33   3   0  83   0  12   0]
 [  5 970   3  17   1   1   2   0   1   0]
 [  9   0 803  10 111   1  58   0   8   0]
 [ 25   7  11 907  27   0  23   0   0   0]
 [  1   0  68  29 854   0  44   0   4   0]
 [  0   0   0   0   0 941   1  40   3  15]
 [155   2 100  27  62   0 643   0  11   0]
 [  0   0   0   0   0  15   0 937   2  46]
 [  1   1   8   0   3   1  12   4 969   1]
 [  0   0   0   0   0   5   1  37   3 954]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=64, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",23.77033257,0.8392,0.8392,0.8392,0.8392,0.8392,"[[816   2  15  65   7   1  78   0  16   0]
 [  6 944   6  38   3   1   1   0   1   0]
 [ 11   1 777   9 130   1  60   0  11   0]
 [ 27   8  11 898  26   1  28   0   1   0]
 [  1   0  89  66 777   1  62   1   3   0]
 [  0   0   1   2   1 892   1  64   4  35]
 [188   4 126  44  93   2 524   0  19   0]
 [  0   0   0   0   0  13   0 904   3  80]
 [  2   0  16   9  25   9  14   5 917   3]
 [  0   0   1   1   0   4   1  48   2 943]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=64, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",39.88065457,0.8954,0.8954,0.8954,0.8954,0.8954,"[[866   1   9  27   3   0  84   0  10   0]
 [  3 978   3  13   1   1   1   0   0   0]
 [  8   0 813  12  93   0  68   0   6   0]
 [ 24   5  10 915  23   0  23   0   0   0]
 [  1   0  61  25 865   0  44   0   4   0]
 [  0   0   0   0   0 952   1  33   3  11]
 [146   3  89  23  53   0 676   0  10   0]
 [  0   0   0   0   0  11   0 952   1  36]
 [  1   1   7   0   3   2   7   3 975   1]
 [  0   0   0   0   0   4   1  31   2 962]]"
fashion,0,0,0,0,XGBRFClassifier,"XGBRFClassifier(base_score=None, booster=None, callbacks=None,
                colsample_bylevel=None, colsample_bytree=None, device='cuda',
                early_stopping_rounds=None, enable_categorical=False,
                eval_metric=None, feature_types=None, gamma=None,
                grow_policy=None, importance_type=None,
                interaction_constraints=None, learning_rate=0.1, max_bin=None,
                max_cat_threshold=None, max_cat_to_onehot=None,
                max_delta_step=None, max_depth=None, max_leaves=None,
                min_child_weight=None, missing=nan, monotone_constraints=None,
                multi_strategy=None, n_estimators=128, n_jobs=-1,
                num_parallel_tree=None, objective='multi:softprob',
                random_state=None, ...)",47.82774234,0.8401,0.8401,0.8401,0.8401,0.8401,"[[809   2  17  70   7   1  78   0  16   0]
 [  6 943   7  36   3   1   3   0   1   0]
 [ 11   1 775  10 136   1  56   0  10   0]
 [ 27   8  11 895  30   1  27   0   1   0]
 [  1   0  88  64 779   2  61   0   5   0]
 [  0   0   1   2   0 893   1  62   4  37]
 [184   4 128  45  87   2 530   0  20   0]
 [  0   0   0   0   0  14   0 901   2  83]
 [  1   1  14   8  16   6  14   5 932   3]
 [  0   0   1   0   0   5   1  47   2 944]]"
fashion,0,0,0,0,XGBClassifier,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cuda', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.1, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=8, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=128, n_jobs=-1,
              num_parallel_tree=None, objective='multi:softprob', ...)",72.73407245,0.9055,0.9055,0.9055,0.9055,0.9055,"[[876   1   9  25   2   0  78   0   9   0]
 [  2 980   2  13   1   1   1   0   0   0]
 [  6   0 832  13  77   0  66   0   6   0]
 [ 23   5  12 920  18   0  22   0   0   0]
 [  1   0  51  24 879   0  41   0   4   0]
 [  0   0   0   0   0 958   1  30   2   9]
 [139   2  76  20  48   0 708   0   7   0]
 [  0   0   0   0   0   7   0 958   0  35]
 [  1   1   9   0   2   1   5   2 979   0]
 [  0   0   0   0   0   2   1  31   1 965]]"
fashion,0,0,0,0,EasyNeuralNet,"EasyNeuralNet Layers:(2, 2),Dropout:0)",383.1837902,0.7177,0.7177,0.7177,0.7177,0.7177,"[[727   4  11 103   6  18  76   0  55   0]
 [ 13 931   0  44   2   1   8   0   1   0]
 [ 47   0 483  12 241   0 195   0  22   0]
 [106  23   0 799  25   5  40   0   2   0]
 [ 10   0 150  60 698   1  77   0   4   0]
 [ 18   1   1   0   0 775   0 167  18  20]
 [225   0 219  68 148   3 305   0  31   1]
 [  0   0   0   0   0 150   0 736   3 111]
 [ 41   2  19   0   3   9  35  12 873   6]
 [  0   0   0   0   0  13   0 132   5 850]]"
